ft,nimi,vuosi,kustantaja,kirjailija,alkukieli,tyyppi
http://seco.tkk.fi/saha3/udfaf8ae6-0b7e-4f41-abe6-81bb68b3868b,Keltainen kuningas,2014,Basam Books,"Chambers, Robert W.",eng,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_4019329,Kenelle kellot soivat,2014,Tammi,"Hemingway, Ernest",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4171510,Kengurun loikan verran,2014,Omakustanne,"Storhannus, Anneli",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4206410,Kenties niin tapahtui,2014,Enostone,"Järvinen, Seppo",fin,runokokoelmat
http://seco.tkk.fi/saha3/ufe6fafbb-bd3c-4134-81b0-6a4ba3a322de,Kenttä,2014,Savukeidas,"Serup, Martin Glaz",dan,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4077392,Kenttävartio Joki,2014,Gummerus,"Sirén, Esa",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4124574,Kepposia Muumilaaksossa,2014,Kirjalito,"Hihnala, Paula",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4252506,Kepposia ja kopposia,2014,Omakustanne,"Laitinen, Tuula",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4163086,Kerros kerrokselta,2014,Valmiixi,"Kultti, Anne",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4019799,Kertakäyttösatori,2014,WSOY,"Kejonen, Pekka",fin,aforismikokoelmat
http://data.kirjasampo.fi/physicalWork_4131494,Keskeneräinen,2014,Kustannus HD,"Inkeri, Ella",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4350211,Keskeneräisen tie,2014,Ev.lut. Herätysseura ry,"Rantapuska, Anneli",fin,runokokoelmat
http://seco.tkk.fi/saha3/uf1feec11-4711-4a21-97ba-144e0141d75b,Keskiyön pysäkki,2014,ntamo,"Niska, Heikki",fin,runokokoelmat
http://seco.tkk.fi/saha3/uc28e4441-fece-4765-ad14-145e4f31775a,Kesä autokorjaamon yläkerrassa,2014,Otava,"Onkeli, Kreetta",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4019828,"Kesä kutsuu, Sinttu",2014,Tammi,"Hallberg, Lin",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4200105,Kesän kirkas huomen,2014,Risto Artell,"Artell, Eelis",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4020989,Kesäunelma,2014,WSOY,"Cassidy, Cathy",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4084652,Ketjukaverit,2014,Karisto,"Pehkonen, Kirsi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4019316,Ketjureaktio,2014,Tammi,"Olsson, Fredrik T.",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4127643,Kettujumala palelee,2014,Suuri Kurpitsa,"Kankare, Wolf",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4137421,Kettukarkkia lapsille,2014,Omakustanne,"Lähetkangas, Pentti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4237567,Ketunhäntä kainalossa,2014,Omakustanne,"Sipola, Pauli",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4077748,Kevätjää,2014,Kirjapaja,"Kuokka, Pauliina",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4123204,Kevätretki,2014,Kirjalito,"Broderick, Kathy",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4151120,Kevääntuoja,2014,Vaskikirjat,"Alatalo, Katri",fin,romaanit
http://seco.tkk.fi/saha3/ufb001b3f-8a02-4fda-b3c2-1c75174c4d64,Kielilläpuhuja,2014,ntamo,"Lepistö, Satu",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4072891,Kielletyn laakson tarinat,2014,Sanoma,Don Rosa,eng,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4076090,Kieroutunut,2014,Gummerus,"Shepard, Sara",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4084647,Kiinalainen kehtolaulu,2014,Karisto,"Ford, Jamie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4119020,Kiinan keisari,2014,Apollo,"Martin, Jacques",fra,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4077758,Kiireettömyyden lahja,2014,Kirjapaja,"Kaskinen, Anna-Mari",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4077737,Kiitos! sanoi Leijona,2014,Lasten Keskus,"Perkiö, Pia",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4078768,Kikatukset ja käkätykset,2014,Otava,"Kallioniemi, Tuula",fin,vitsit ja kaskut 
http://seco.tkk.fi/saha3/u6353e3b2-9b06-4213-996b-5c3209b42da3,Kiljusen uusi herrasväki 3,2014,Satukustannus,"Bagge, Tapani",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4027381,Kilpailevat jättiläiset,2014,Kustannus-Mäkelä,"Bryant, Ann",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4076000,Kilpalento,2014,WSOY,"Cussler, Clive",eng,romaanit
http://seco.tkk.fi/saha3/ucde2ed8d-f07a-4662-a28e-e1215d74a80b,Kilpikonnasaari,2014,Basam Books,"Snyder, Gary",eng,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4084666,Kimmel,2014,Karisto,"Huotarinen, Vilja-Tuulia",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4084931,Kipu,2014,Myllylahti,"Perttu, Arvi",fin,romaanit
http://seco.tkk.fi/saha3/u1abd996b-5445-457c-b4aa-5b6cccfd4330,Kirakan kuohuissa : jätkäkulttuuria Lapista,2014,Väylä,"Kitti, Eero",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4312728,Kirnunpohjan savotta,2014,Omakustanne,"Mielonen, Markku",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4076020,Kirsi Kunnas,2014,WSOY,"Kirstinä, Leena",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4032608,Kissan kosketus,2014,Aurinko Kustannus,"Kauhanen, Ulla",fin,runokokoelmat
http://seco.tkk.fi/saha3/ue79b99d1-d317-417c-83ab-2670d4e73d6f,Kissani Jugoslavia,2014,Otava,"Statovci, Pajtim",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4124981,Kitis kiira metsään,2014,Books on Demand,"Tomi, Ilona",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4124641,Kiusauksen viettelemä,2014,Harlequin,"Anderson, Natalie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4123211,Kivat kasvot,2014,Egmont / Kirjalito,"Saunders, Katie",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4081910,Kivikkosaaren kummitus,2014,Österbottens hantverk,"Hautala, Tiina",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4159044,Kivilinko kielen alla,2014,Enostone,"Sandström, Tuula",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4084657,Kivimutka ja kadonnut luokka,2014,Karisto,"Veirto, Kalle",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4012268,Klara - Yli esteiden ,2014,Otava,"Hagmar, Pia",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4079490,Klara ja kohtalokas ratsastus,2014,Otava,"Hagmar, Pia",swe,romaanit
http://seco.tkk.fi/saha3/u9d78acb7-e5bb-4476-8236-0ec2a49a0f02,Klassikko ja muita kirjoitelmia,2014,Omakustanne,"Pohjanen, Kimmo",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_4174720,Klementiina,2014,Vaukirja,"Pennypacker, Sara",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4197210,"Klementiina, viikon ystävä",2014,Vaukirja,"Pennypacker, Sara",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4197211,Klementiinan kirje,2014,Vaukirja,"Pennypacker, Sara",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4168047,Kling Klong-peikon kaupunkimatka,2014,Omakustanne,"Lampikoski, Kari",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4019841,Kohina,2014,WSOY,"Kaukonen, Katja",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4076120,Kohta kaikki alkaa,2014,Gummerus,"Pullinen, Sari",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4265456,Kohtaloita ja kotileipää,2014,Omakustanne,"Haarakangas, Eeva",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4019305,Kohtalon kirja,2014,Tammi,"Saniee, Parinoush",fas,romaanit
http://data.kirjasampo.fi/physicalWork_4133898,Koillisesta tuulee,2014,Ves-Line,"Käsmä, Veli",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4132810,Koirakin sen tietää,2014,Stabenfeldt,"McNicoll, Sylvia",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4123196,Koiria ja kissoja,2014,Kirjalito,"Gardner, Charlie",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4147455,Koivikkoyö,2014,Kirjokansi,"Sainio, Paula",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4127185,Koivikon Agatha,2014,Nordbooks,"Hiltunen, Marja",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4162558,Kolmas päiväkirja,2014,ntamo,"Julkunen, Pertti",fin,esseekokoelmat
http://data.kirjasampo.fi/physicalWork_4075402,Kolmas ääni,2014,Schildts & Söderströms,"Börjlind, Rolf",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4084697,Kolme,2014,Karisto,"Lotz, Sarah",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4125235,Kolme huonetta,2014,Neirol,"Hyvönen, Veikko",fin,runokokoelmat
http://seco.tkk.fi/saha3/u2edf681e-f20a-41a1-b2c3-1b0e1cec5aff,Kolme matkaa erämaahan,2014,Alligaattori,"Thoreau, Henry David",eng,tietokirjat
http://seco.tkk.fi/saha3/ub1596e0f-ff86-40fe-a644-1e47cd783ca6,Kolme porttia,2014,Basam Books,"Han, Han",zho,romaanit
http://seco.tkk.fi/saha3/u7ef656b6-c8ac-457d-885e-f289156e42a6,Kolme sisarta ja yksi kertoja,2014,Schildts & Söderströms,"Sund, Lars",swe,romaanit
http://seco.tkk.fi/saha3/u88569f38-8d96-4ff4-8288-4a7343127bc9,Kolme tärkeintä asiaa,2014,WSOY,"Kalajoki, Mikko",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4012294,Kolmetoista syytä,2014,Otava,"Asher, Jay",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4156289,Kolsilan miehet Putin-jahdissa,2014,Rehti-Jalmari,"Nenonen, Jari",fin,romaanit
http://seco.tkk.fi/saha3/u457d0bfa-395c-47ae-8787-6518dece1ba1,Kolvi,2014,SanaSato,"Paulasto, Teppo",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4124504,Komea ja kohtalokas,2014,Harlequin,"Mortimer, Carole",eng,romaanit
http://seco.tkk.fi/saha3/u3e7db4a3-dce5-4599-98a5-9ea8c47b59dc,Komppania K,2014,Viestintä Tarmio,"March, William",fin,romaanit
http://seco.tkk.fi/saha3/u9d14574b-2012-4f98-a7d8-0ca533ebb0d4,Konemestari Hautala ja elon mainingit ,2014,Haipeli,"Haipus, Timo",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4086588,Konepeltivirta,2014,ntamo,"Vanhala, Ville",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4078155,Koodinimi Kajaali,2014,Otava,"Heikkilä, Pia",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4019307,Koodinimi Yöhaukka,2014,Minerva,"Brookes, Adam",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4218495,Kootut,2014,Omakustanne,"Lappalainen, Ossi",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4142493,Kootut runot,2014,Lasse Rantaniitty,"Vilén, Elma",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_1872914,Kootut runot,2014,Teos,"Haavikko, Paavo",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4080043,Korennon siivin,2014,Omakustanne,"Aho, Valde",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4084775,Korpilentäjä,2014,Arktinen Banaani,"Niskanen, Esa",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4015721,Kosmista kauhua,2014,Like,"Rapi, Aapo",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4075986,Koston enkeli,2014,WSOY,"Ruusuvuori, Juha",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4161064,Koston kuriiri,2014,Bookhouse,"Oinonen, Juha",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4022620,Koston vanki,2014,Bazar,"Tegenfalk, Stefan",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4019300,Koti,2014,Tammi,"Morrison, Toni",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4112325,Koti Käkisalmessa 1939-45,2014,Omakustanne,"Reinikainen, Unto",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4167361,Koti matkalla,2014,ntamo,"Sipari, Jani",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4143019,Kotiin,2014,Aprisan,"Lehto, Seppo",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4133862,Kotka lentää länteen,2014,Nordbooks,"Mäntylä, Juha",fin,romaanit
http://seco.tkk.fi/saha3/u0c504006-987c-443b-8fb6-cfe890600c37,Kourallinen tabuja,2014,Atena,"Vuori, Katariina",fin,tietokirjat
http://data.kirjasampo.fi/physicalWork_4081530,"Koutokeino, kylmä kosto",2014,Minerva,"Pettersson, Lars",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4086589,Kovan onnen profeetta,2014,ntamo,"Aalto, Markku",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4129334,Kramppeja & nyrjähdyksiä - Ihan pienet juhlat,2014,Kustannusliike Hans Nissen,"Nuutinen, Christer",fin,sarjakuva-albumit
http://seco.tkk.fi/saha3/u7f3b31d1-dbdb-43aa-8aa9-655cc974e837,Kreivi Lucanor ja Patronio,2014,Faros,Juan Manuel,spa,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_4019782,Krokotiili hiihtää kevääseen,2014,Tammi,"Hirvonen, Hannu",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4131383,"Krokotiili, joka inhosi vettä",2014,Tactic,"Merino, Gemma",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4019257,Kuhala ja tuomitut,2014,Tammi,"Ropponen, Markku",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4019240,Kuin kaksi marjaa,2014,Tammi,"Clark, Mary Higgins",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4124577,Kuin kuumaa unta,2014,Harlequin,"Grady, Robyn",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4088328,Kuin ruusuilla tanssi,2014,Aikamedia,"Lehtineva, Tiina",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4090250,Kuinka Prinsessa Ruususta rangaistaan,2014,Basam Books,"Rice, Anne",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4028708,Kuinka monta iltaa,2014,Karisto,"Pättikangas, Eira",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4174852,Kuinka susi kesytetään,2014,Ivrea,"Shiiba, Nana",jpn,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4032544,Kuinka voisit minulta puuttua,2014,Teos,"Lähde, Kristiina",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4076033,Kuiskauksia haudan takaa,2014,Gummerus,"Harris, Charlaine",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4028694,Kuka murhasikaan rouva Holmin,2014,Karisto,"Autere, Terttu",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4020977,Kukaan ei kaipaa sinua,2014,WSOY,"Gagnon, Michelle",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4117317,Kukasta kukkaan,2014,Books on Demand,"Parkkinen, Raili",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4121221,Kulissit,2014,Västkusten,"Pylväs, Ritva-Elina",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4130837,Kulkuri & metsälampi,2014,Kulkurirunot,"Lammassaari, Keke",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4028449,Kultainen kaupunki,2014,Egmont,"Bonelli, Gianluigi",ita,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4015739,Kultainen lohikäärme,2014,Like,"Williams, Liz",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4139016,Kultainen torvi,2014,Omakustanne,"Tukiainen, Pirkko",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4019238,Kultarinta,2014,Gummerus,"Kytömäki, Anni",fin,romaanit
http://seco.tkk.fi/saha3/ua0384472-4cf1-4c91-9513-5dec9ba97e39,Kummajaisten kylä,2014,Haamu,"Heikkilä, Mervi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4117358,Kummat lahjat,2014,WickWick,"Pere, Tuula",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4141796,Kumpaa kaveria,2014,Omakustanne,"Hyttinen, Kirsi",fin,runokokoelmat
http://seco.tkk.fi/saha3/u3f1a08b9-587c-4f8c-915f-ff5dc98b98b3,Kun ihmiset ovat olevinaan jumalia,2014,Basam Books,"Lawrence, D. H.",eng,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4155060,Kun mies aidosti rakastaa,2014,Kolmiokirja,"Kari, Tiina",fin,romaanit
http://seco.tkk.fi/saha3/u22831747-51b6-4db4-a10b-4f7ac6859746,Kun mummi pelasti joulun,2014,Kustannus-Mäkelä,"Hubery, Julia",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4159372,Kun sielut kelluvat,2014,Books on Demand,"Kantonen, J-P",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4125893,Kun taivas aivastaa,2014,SanaSato,"Berki, Silvana",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4019310,"Kun uskot unelmiisi, alat kasvaa niitä kohti",2014,Minerva,"Hellsten, Tommy",fin,aforismikokoelmat
http://data.kirjasampo.fi/physicalWork_4084900,Kun varjot pitenevät,2014,Myllylahti,"Lindell, Sebastian",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4142891,Kuningas,2014,Basam Books,"Ward, J. R.",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4019242,Kuningas,2014,Tammi,"Kesävuori, Saara",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4027949,Kuningas Tollo ja Alavian asukit,2014,Lasten Keskus,"Vikström-Jokela, Monica",swe,satukokoelmat
http://data.kirjasampo.fi/physicalWork_4124476,Kuninkaallista peliä,2014,Harlequin,"Marinelli, Carol",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4019261,Kuninkaan Anna ; Kökarin Anna,2014,Gummerus,"Lundberg, Ulla-Lena",swe,romaanit
http://seco.tkk.fi/saha3/ub18956cc-9ecc-439e-a384-cb630cb886e6,Kunnes kerron totuuden,2014,Tammi,"Berry, Julie",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4124456,Kunniallinen kurtisaani,2014,Harlequin,"Brendan, Mary",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4124517,Kunnianhimon hinta,2014,Harlequin,"Lindsay, Yvonne",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4177592,Kunnianpalautus,2014,Nordbooks,"Ollonen, Vappu",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4084693,Kunnon virkamies Virtanen,2014,Karisto,"Lipasti, Roope",fin,romaanit
http://seco.tkk.fi/saha3/u45887a48-98b3-49bd-9c76-d9a8b6da9922,Kuokkamummo,2014,Tammi,"Hautala, Marko",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4083036,Kuolema ei ole lasten leikkiä,2014,Bazar,"Bradley, Alan",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4019264,Kuolema kulkee kulisseissa,2014,Minerva,"James, Peter",eng,romaanit
http://seco.tkk.fi/saha3/u5ad6235e-e51a-40e3-bec1-fdbb23f1d206,Kuolema odottaa pimeässä,2014,Averssi,"Porma, Maija",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4076022,Kuoleman asiamiehet,2014,Gummerus,"Higgins, Jack",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4081559,Kuoleman kello käy,2014,Minerva,"James, Peter",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4084937,Kuoleman kudelma,2014,Myllylahti,"Nikulainen, Terhi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4077433,Kuoleman riitit ; Kuoleman enkeli,2014,Gummerus,"Robb, J. D.",eng,kokoomateokset
http://data.kirjasampo.fi/physicalWork_4028692,Kuoleman sukua,2014,Myllylahti,"Kiuru, Sakari",fin,romaanit
http://seco.tkk.fi/saha3/u2145622d-862f-40db-abff-9eb6088c52b8,Kuolematon ja muita novelleja,2014,Sammakko,"Assis, Machado De Joaquim Maria",por,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_4188522,Kuolevan jumalan yö ja muita jännitysnovelleja,2014,Putki,"Hirvonen, Petri",fin,novellikokoelmat
http://seco.tkk.fi/saha3/u1e57eba5-0d24-4056-8b42-d1e57d11cb95,Kuolleen miehen asento,2014,Myllylahti,"Peltola, Jari",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4015733,Kuolleena palannut,2014,Like,"Huston, Charlie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4124573,Kuolleet eivät puhu,2014,Harlequin,"Novak, Brenda",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4157145,Kuolleiden areena,2014,ntamo,"Annala, Jusu",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4089799,Kuolleiden nimeen,2014,Blue Moon,"Rankin, Ian",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4121222,"Kuollut puu, elävä oksa",2014,Västkusten,"Ilmonen, Kari",fin,runokokoelmat
http://seco.tkk.fi/saha3/ue2e2f14f-079e-41ed-b046-7400eb748ddb,Kuormureita - mikä sieltä kurkistaa?,2014,Kirjalito,"Gardner, Charlie",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4083061,Kuparisydän,2014,Avain,"Kaivosoja-Jukkola, Leena",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4083057,Kurajärven työleiri,2014,Juha Nurmi,"Kaamos, Juha",fin,romaanit
http://seco.tkk.fi/saha3/u1f625529-815f-433f-ada9-08251c88336b,Kurganin varjot,2014,Tammi,"Isomäki, Risto",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4156179,Kurjet lentävät kylän yli,2014,Omakustanne,"Kraatari, Anita",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4193663,Kurkista eläintarhaan,2014,Vaukirja,"Milbourne, Anna",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4174723,Kurkista eläinten koteihin,2014,Vaukirja,"Milbourne, Anna",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4109050,Kurkkaa - koti,2014,Sanoma Pro,"Choux, Nathalie",fra,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4109051,Kurkkaa - maatila,2014,Sanoma Pro,"Choux, Nathalie",fra,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4109045,Kurkkaa - vaatteet,2014,Sanoma Pro,"Choux, Nathalie",fra,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4109046,Kurkkaa - värit,2014,Sanoma Pro,"Choux, Nathalie",fra,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4106354,Kutsuin häntä Solmioksi,2014,Lurra Editions,"Flašar, Milena Michiko",deu,romaanit
http://seco.tkk.fi/saha3/u6daa2519-1bb6-4c47-8241-3b92bffcebdb,Kutsumme sitä kodiksi,2014,Helsinki Poetry Connection,"Hertell, Harri",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4076063,Kuudes nero,2014,Gummerus,"Baldacci, David",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4111944,Kuukorento,2014,Kustannusosakeyhtiö Hai,"Rintala, Nina",fin,runokokoelmat
http://seco.tkk.fi/saha3/u3f45910a-6f77-4369-a106-a1408d6ebafa,Kuulen laulun kaukaisen,2014,Kuoriaiskirjat,"Laine, Petri",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_4076370,Kuuletko kuinka lootuksenkukat aukeavat,2014,Om-kustannus,"Kassila, Taavi",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4157138,Kuuluisia miehiä nesteessä,2014,ntamo,"Forsblom, Harry",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4161613,Kuumaa kahvia ja kuumia tunteita,2014,Ivrea,"Washie, Mie",jpn,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4207447,Kuunsuomen käsikirja,2014,Liipotin,"Mikkilä, Antti",fin,romaanit
