ft,nimi,vuosi,kustantaja,kirjailija,alkukieli,tyyppi
http://www.btj.fi/ft_1945034,Kadonneiden muistojen kartta,2013,Bazar,"Fay, Kim",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789522024145,Kadonneiden rahojen arvoitus,2013,Myllylahti,"Tuomola, Johanna",fin,romaanit
http://www.btj.fi/ft_1947296,Kadonnut,2013,Myllylahti,"Pyy, Mari",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4032132,Kadonnut,2013,Stabenfeldt,"Stehn, Malin",swe,romaanit
http://www.btj.fi/ft_1950229,Kadonnut joki,2013,Blue Moon,"Booth, Stephen",eng,romaanit
http://www.btj.fi/ft_1990463,Kadonnut poliisipäällikkö,2013,Egmont,"Nizzi, Claudio",ita,sarjakuva-albumit
http://www.btj.fi/ft_1937594,Kadonnut pueblo,2013,Egmont,"Nizzi, Claudio",ita,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9789511271994,Kadotettujen sielujen kaupunki,2013,Otava,"Clare, Cassandra",eng,romaanit
http://www.btj.fi/ft_1944851,Kahdeksas kuolemansynti,2013,Readme.fi,"Korppi, Timo",fin,romaanit
http://data.kirjasampo.fi/physicalWork_1952773,Kahden maailman vaeltaja,2013,Books on Demand,"Flex, Walter",deu,romaanit
http://www.btj.fi/ft_1940452,Kahden maan kulkija,2013,Gummerus,"Rönkä, Matti",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_9789516195820,Kahden minuutin joulukertomuksia,2013,Uusi tie,"Pasquali, Elena",eng,satukokoelmat
http://data.kirjasampo.fi/physicalWork_9789511258407,Kahlittu,2013,Otava,"Cast, Kristin",eng,romaanit
http://www.btj.fi/ft_1962284,Kaiju,2013,Kustannusosakeyhtiö Hai,"Vielma, Ahti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789510399040,Kaiken peittävä tulva,2013,WSOY,"Lähteenmäki, Laura",fin,romaanit
http://www.btj.fi/ft_1953861,Kaiken takana Kekkonen,2013,Teos,"Oranen, Raija",fin,romaanit
http://www.btj.fi/ft_1998367,Kaiken yllä etana,2013,Osuuskumma,"Honkonen, Janos",fin,romaanit
http://www.btj.fi/ft_1913293,Kaikessa Hän tulee vastaan,2013,Päivä,"Salminen, Jukka",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789518834413,Kaikkein paras ystävä,2013,Kustannus-Mäkelä,"Coe, Catherine",eng,romaanit
http://www.btj.fi/ft_1940503,Kaikki ja ei kukaan,2013,Books on Demand,"Holopainen, Tapio",fin,romaanit
http://www.btj.fi/ft_1908662,Kaikki kaikessa,2013,Osuuskunta Poesia,"Helin, Hannu",fin,runokokoelmat
http://www.btj.fi/ft_1970167,Kaikki kaupan,2013,Crime Time,"Tabet, Sirpa",fin,romaanit
http://www.btj.fi/ft_1967195,Kaikki kyyneleet,2013,Omakustanne,"Nivalainen, Jouko",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4033175,Kaikki tilat ovat täynnä aaveita,2013,Mahdollisen Kirjallisuuden Seura,"Viljanen, Taneli",fin,romaanit
http://www.btj.fi/ft_1894580,Kaikkialla vuoria,2013,Basam Books,Santōka,jpn,kokoomateokset
http://www.btj.fi/ft_1977692,Kainin merkki,2013,Arktinen Banaani,"Lehtinen, Torsti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4040420,Kaipuun kukka,2013,Portlab,"Eeva, Helena",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4025956,Kaipuun sävyjä,2013,Books on Demand,"Kenonen, Heidi",fin,runokokoelmat
http://www.btj.fi/ft_1945228,Kairan kosketus,2013,Otava,"Valli, Juhani",fin,novellikokoelmat
http://www.btj.fi/ft_1947226,Kaislikon kätkössä,2013,Myllylahti,"Piekkari, Eija",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789522303295,Kaislikossa suhisee,2013,Aurinko Kustannus,"Grahame, Kenneth",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789513237684,Kaistapäistä kemiaa,2013,Sanoma Magazines Finland,"Gutman, Dan",eng,romaanit
http://seco.tkk.fi/saha3/u14a12a29-5abf-4e63-844b-e515aa852f6e,Kaitakenkäisen miehen arvoitus,2013,Marakatti,"Siekkinen, Matti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789524927451,Kaivajakoira,2013,Minerva,"Bee, William",eng,kuvakirjat
http://www.btj.fi/ft_1944823,Kaivatut,2013,Karisto,"Ellilä, Kirsti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789518834550,Kaivuri tulee apuun,2013,Kustannus-Mäkelä,"Archer, Mandy",eng,kuvakirjat
http://www.btj.fi/ft_4001674,Kakin maku,2013,Mediapinta,"Kaija, Kirsti",fin,romaanit
http://www.btj.fi/ft_4007878,Kaksi kansanmurhaa,2013,Omakustanne,"Kiiskinen, Unto",fin,romaanit
http://www.btj.fi/ft_1882956,Kaksi soturia,2013,WSOY,"Hellström, Börge",swe,romaanit
http://www.btj.fi/ft_1797207,Kaksi tragediaa,2013,Basam Books,Seneca,lat,"näytelmät, kokoelmat"
http://data.kirjasampo.fi/physicalWork_9789518834277,Kaksi ujoa pandaa,2013,Kustannus-Mäkelä,"Jarman, Julia",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4021489,Kalamiesten kaskuja,2013,Arma Fennica,"Hyytinen, Timo",fin,vitsit ja kaskut 
http://data.kirjasampo.fi/physicalWork_9789518834246,Kalapuikkojen käryä,2013,Kustannus-Mäkelä,"Easton, Tom",eng,romaanit
http://seco.tkk.fi/saha3/u50d8e84c-d8ca-4dbd-813d-e58e2d8be2a4,Kalastaja etsii helmeä,2013,Omakustanne,"Pihlajamäki, Eija",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789518834512,Kalastavat karhut,2013,Kustannus-Mäkelä,"Grindley, Sally",eng,romaanit
http://www.btj.fi/ft_1908881,Kalkkaro,2013,Lempo,"Hiltunen, Petri",fin,sarjakuva-albumit
http://www.btj.fi/ft_1894576,Kalkutta ja muita runoja,2013,Basam Books,"Bose, Buddhadeva",ben,runokokoelmat
http://seco.tkk.fi/saha3/ude66e94c-4c40-4dce-9581-8dc707812d02,Kallio,2013,ntamo,"Aromaa, Eija",fin,runokokoelmat
http://www.btj.fi/ft_4009645,Kallis elämä,2013,Tammi,"Munro, Alice",eng,novellikokoelmat
http://www.btj.fi/ft_1952064,Kallis synnyinmaa,2013,Compania Comder,"Larsén, Maria",fin,romaanit
http://seco.tkk.fi/saha3/u15ea2cf5-2a1f-42f3-bf77-f858658f7165,Kalmasiivouksen salattu taito,2013,Like,"Huston, Charlie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789511251712,Kalmattaren kirous,2013,Otava,"Auer, Ilkka",eng,romaanit
http://www.btj.fi/ft_1944266,Kalpea rikollinen,2013,Atena,"Kerr, Philip",eng,romaanit
http://www.btj.fi/ft_1926255,Kamala luonto - Anna haukku! ,2013,Zum Teufel,"Vehniäinen, Jarkko",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4019433,Kamala luonto - Karhunvatukoita,2013,Zum Teufel,"Vehniäinen, Jarkko",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4011962,Kammioiloa,2013,ntamo,"Enwald, Liisa",fin,esseekokoelmat
http://www.btj.fi/ft_1950235,Kammiovärinää,2013,Books on Demand,"Tuuli, Nadia",fin,runokokoelmat
http://www.btj.fi/ft_1938024,Kanelipuodit ja muita kertomuksia,2013,Basam Books,"Schulz, Bruno",pol,novellikokoelmat
http://www.btj.fi/ft_1927549,Kangastus 38,2013,Otava,"Westö, Kjell",swe,romaanit
http://www.btj.fi/ft_1940422,Kannakselta kotiin,2013,Gummerus,"Paasilinna, Mauri",fin,romaanit
http://www.btj.fi/ft_1931265,Kannattaako kelata takaperin,2013,Harmaita Suhahduksia,"Matilainen, Jussi",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789512357086,Kapinallinen,2013,Karisto,"Kanto, Anneli",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4010619,Kapriisinnuppu,2013,Mediapinta,"Hekanaho, Tommi",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789513171469,Kapteeni Kalsarin erikoisrapea hupikirja,2013,Tammi,"Pilkey, Dav",eng,sarjakuva-albumit
http://www.btj.fi/ft_1990739,Kapteeni Kanki - Opportunaristi,2013,Lempo,"Sihvonen, Kari A.",fin,sarjakuva-albumit
http://www.btj.fi/ft_1926281,Kapteeni Kuolio ja Tampellan sähköenkeli,2013,Lempo,"Manninen, Pekka A.",fin,sarjakuva-albumit
http://www.btj.fi/ft_1890858,Kapteeni Tserep,2013,Arktinen Banaani,"Jarla, Pertti",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9789510399248,Karambolan kirous,2013,WSOY,"Aro, Tuuve",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789526660042,Karhu ja sika,2013,Satutaikuri,"Talvitie, Jaakko ",fin,kuvakirjat
http://www.btj.fi/ft_1998818,Karjalan kunnailla,2013,Omakustanne,"Huotarinen, Veikko",fin,runokokoelmat
http://www.btj.fi/ft_1875517,Karjalan tyttö palaa juurilleen,2013,Aikamedia,"Payne, Eila",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789518835342,Karmiva totuus Tuhkimosta,2013,Kustannus-Mäkelä,"North, Laura",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789511269847,Karoliina ja nokkela Neema,2013,Otava,"Kallioniemi, Tuula",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4212452,Karpalosuon aarre,2013,Omakustanne,"Turunen, Anu",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4083637,Karperlan vuosi 1953 Suomen armeijassa,2013,Omakustanne,"Lahikainen, Erkki",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4027808,Karvinen - Oma ruoka paras ruoka,2013,Egmont,"Davis, Jim",eng,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4027809,Karvinen - aamu on ajankohdista julmin,2013,Egmont,"Davis, Jim",eng,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4027810,"Karvinen - uusi vuosi, vanhat kujeet",2013,Egmont,"Davis, Jim",eng,sarjakuva-albumit
http://www.btj.fi/ft_1801506,"Kas, kissa",2013,Arktinen Banaani,"Hypén, Tuuli",fin,sarjakuva-albumit
http://www.btj.fi/ft_1992885,Kastehelmiä,2013,Omakustanne,"Naakka, Teija",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_1937831,Kasvoista kasvoihin,2013,Kirjapaja,"Lewis, C. S.",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4096374,Kasvojen katveessa,2013,Kustannus Holma,"Holma, Eeva",fin,runokokoelmat
http://www.btj.fi/ft_1953998,Kasvopuu,2013,LampLite,"Itkonen, Jukka",fin,runokokoelmat
http://www.btj.fi/ft_1937977,Kateus,2013,Basam Books,"Ward, J. R.",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4141192,Katkaistun käden arvoitus,2013,Mysteeri,"Nizzi, Claudio",ita,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_1947218,Katkerat muistot,2013,Myllylahti,"Sarkola, Ritva",fin,romaanit
http://www.btj.fi/ft_1937810,Katoava valo,2013,Like,"Hand, Elizabeth",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4261228,"Katso, Peppi",2013,WSOY,"Lindgren, Astrid",swe,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4034079,Kauhun kuningatar,2013,Verikoirakirjat,"Gorman, Ed",eng,novellit
http://www.btj.fi/ft_1928032,Kaukamoinen,2013,Omakustanne,"Hannila, Petteri",fin,romaanit
http://www.btj.fi/ft_1944773,Kaukopartiosotaa Kannaksella ja Äänisellä,2013,Karisto,"Anttala, Esa",fin,kokoomateokset
http://www.btj.fi/ft_1940581,Kaunein on se jota rakastaa,2013,Schildts & Söderströms,"Wahlström, Erik",swe,romaanit
http://www.btj.fi/ft_1880238,Kauniit kuolemat,2013,Otava,"Hill, Antonio",spa,romaanit
http://data.kirjasampo.fi/physicalWork_9789511270904,"Kauniita unia, Puppe",2013,Otava,"Hill, Eric",eng,kuvakirjat
http://www.btj.fi/ft_1880146,Kaunotar etsii kulkuria,2013,Otava,"Lehtinen, Tuija",fin,kokoomateokset
http://www.btj.fi/ft_1981870,Kaupunginjohtaja Larvosen lykätty kuolema,2013,Kustannuskynnys,"Leinonen, Pekka",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789513237714,Kavionkopsetta,2013,Sanoma Magazines Finland,"Hapka, Catherine",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4019434,Kehittymättömät ufot,2013,Zum Teufel,"Nissinen, Jyrki",fin,sarjakuva-albumit
http://www.btj.fi/ft_1937766,Keikari,2013,Like,"Guillou, Jan",swe,romaanit
http://data.kirjasampo.fi/physicalWork_9789522473233,Keinuhevosen kengittäjä,2013,Kirjapaja,"Itkonen, Jukka",fin,runokokoelmat
http://www.btj.fi/ft_1940513,Keinulaudalla,2013,Schildts & Söderströms,"Storgård, Päivi",fin,romaanit
http://seco.tkk.fi/saha3/ueb7c16e0-77a3-443f-bf12-d84feaaf2609,Keisari V,2013,Otava,"Iggulden, Conn",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789512091270,Keisarin uudet vaatteet,2013,Gummerus,"Andersen, Hans Christian",dan,sadut
http://www.btj.fi/ft_1923143,Keittokirja,2013,Huuda Huuda,"Mäkimurto, Lauri",fin,sarjakuva-albumit
http://www.btj.fi/ft_1961955,Keitä me olemme,2013,Minä olen -kustannus,"Megre, Vladimir",rus,romaanit
http://www.btj.fi/ft_1989182,Kellarin kuningatar,2013,Kustannus HD,"Pesonen, Ritva",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789512356607,Kellopelikuningas,2013,Karisto,"Hai, Magdalena",fin,romaanit
http://www.btj.fi/ft_1982450,Kelomökkien mies - Log cabin man,2013,Huuda Huuda,"Rapi, Aapo",fin,sarjakuva-albumit
http://www.btj.fi/ft_1982888,Keltainen hammasharjasyndrooma,2013,Omakustanne,"Pajunen, Marjo",fin,novellikokoelmat
http://www.btj.fi/ft_1958930,Kenenkäs tyttöjä,2013,Arktinen Banaani,"Kallio, Kaltsu",fin,sarjakuva-albumit
http://seco.tkk.fi/saha3/ub9dbfcb3-f92a-413a-83bc-5d962df5c548,Keplo Leutokalma 5: Jäänteiset ,2013,Tammi,"Landy, Derek",eng,romaanit
http://data.kirjasampo.fi/physicalWork_1999728,Kertomuksia Suomesta,2013,Faros,"Sten, Daniel",swe,novellikokoelmat
http://www.btj.fi/ft_1931108,Keskellä kaikkea,2013,Books on Demand,"Jurmu, Mia",fin,runokokoelmat
http://seco.tkk.fi/saha3/u6cf57982-f683-4c23-8e15-955b4d87edd1,Kesto avoin,2013,Kustannusosakeyhtiö Siltala,"Inkala, Jouni",fin,runokokoelmat
http://www.btj.fi/ft_1989222,Kesäheinä ja Pyrynpoika,2013,Omakustanne,"Honkahuhta, Pekka",fin,runokokoelmat
http://www.btj.fi/ft_1983896,Kesän viimeiset kielot,2013,Nordbooks,"Sairanen, Saimi",fin,runokokoelmat
http://www.btj.fi/ft_1884893,Kesäpäivä,2013,Like,"Tossavainen, Jouni",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789518834420,Ketkuille kyytiä,2013,Kustannus-Mäkelä,"Coe, Catherine",eng,romaanit
http://data.kirjasampo.fi/physicalWork_1945211,Kettusen kuudes aisti,2013,Docendo,"Kajo, Markus",fin,pakinakokoelmat
http://data.kirjasampo.fi/physicalWork_9789518834789,Ketun traktoripulma,2013,Kustannus-Mäkelä,"McMillan, Sue",eng,kuvakirjat
http://seco.tkk.fi/saha3/u12905e73-7525-4c54-96ce-6a8a89f03e82,Kevon kanjonin rosvo,2013,Naruska Saivo,"Uurinmäki, Matti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4022109,Kevätkuolema,2013,WSOY,"Kallentoft, Mons",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4207940,Kevään voima,2013,Omakustanne,"Talus, Helena",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789513172947,Khao Lakin sydämet,2013,Tammi,"Tiainen, Marja-Leena",fin,romaanit
http://www.btj.fi/ft_1897950,Kharonin kynsi,2013,Jalava,"Salvatore, R. A.",eng,romaanit
http://www.btj.fi/ft_1964063,Kick-Ass Vol. 1 ,2013,Egmont,"Millar, Mark",eng,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9789512090945,Kielletyt roskat,2013,Gummerus,"Jansson, Anna",swe,romaanit
http://www.btj.fi/ft_1998270,Kierre,2013,Nispero,"Halmkrona, Kaisa",fin,runokokoelmat
http://www.btj.fi/ft_1895293,Kigalin kakkukauppa muuttaa,2013,Tammi,"Parkin, Gaile",eng,romaanit
http://seco.tkk.fi/saha3/u1fc3b270-b2fb-4ac8-85f9-0acfc0b059d0,Kiireettömyyden aika,2013,"Vuorinen, Aira","Vuorinen, Liisa",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_1953869,Kiitäjän kuolema ja muita esseitä,2013,Teos,"Woolf, Virginia",eng,esseekokoelmat
http://data.kirjasampo.fi/physicalWork_9789518668643,Kiljusen uusi herrasväki 2 ,2013,Satukustannus,"Bagge, Tapani",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789518834581,Kilpa-auto kiitää maaliin,2013,Kustannus-Mäkelä,"Archer, Mandy",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4019115,Kilpakumppanit,2013,Kirjalito,"Fabianowska, Malgorzata",pol,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9789518835281,Kiltti päivä,2013,Kustannus-Mäkelä,"Kelly, Mij",eng,kuvakirjat
http://www.btj.fi/ft_1882970,Kiltti tyttö,2013,WSOY,"Flynn, Gillian",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4001005,Kippari,2013,Kirjalito,"Ménard, Valerie",fra,kuvakirjat
http://www.btj.fi/ft_1934560,Kirahvin kaula,2013,Tammi,"Schalansky, Judith",deu,romaanit
http://data.kirjasampo.fi/physicalWork_9789518514667,Kirahviäiti ja muita hölmöjä aikuisia,2013,Teos,"Salmela, Alexandra",fin,satukokoelmat
http://data.kirjasampo.fi/physicalWork_4019844,Kirjastopäiväkirja,2013,ntamo,"Julkunen, Pertti",fin,esseekokoelmat
http://www.btj.fi/ft_1985834,Kirje Tolstoilta,2013,Nordbooks,"Wahlgren, Jussi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4028908,"Kirjoitin tämän kärpäspaperille, eikä se tarkoita paljon mitään",2013,Kustannusosakeyhtiö Hai,"Vartiainen, Jere",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789511268895,Kirkas tähti,2013,Otava,"Noël, Alyson",eng,romaanit
http://www.btj.fi/ft_1883179,Kirkkaat päivä ja ilta,2013,Kustannusosakeyhtiö Siltala,"Nousiainen, Inka",fin,romaanit
http://www.btj.fi/ft_1883657,Kirpaisuja,2013,Kustannuskynnys,"Okkonen, Tarja",fin,novellikokoelmat
http://www.btj.fi/ft_1947425,Kirpputori,2013,Säräisniemen Kyläyhdistys,"Haataja, Matti",fin,runokokoelmat
http://www.btj.fi/ft_1967120,Kirveenkantajat,2013,Osuuskumma,"Antila, Samuli",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789522206299,Kisaponi kateissa,2013,Readme.fi,"Rapley, Belinda",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9789522880215,Kissa kissa kissa,2013,Lasten Keskus,"Korolainen, Tuula",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789518835250,"Kissa, hiiri ja karkurijuna",2013,Kustannus-Mäkelä,"Bently, Peter",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4005385,Kissakaverit,2013,Nelostuote/Tactic,"Barclay, Eric",eng,kuvakirjat
http://www.btj.fi/ft_1982383,Kiukaalt kierähtänt,2013,Kustannus HD,"Viholainen, Asko",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789512357123,Kivimutka ja pääkallonaama,2013,Karisto,"Veirto, Kalle",fin,romaanit
http://www.btj.fi/ft_1990150,Kivinen tie,2013,Omakustanne,"Kraatari, Anita",fin,romaanit
http://www.btj.fi/ft_1880210,Kivirivit,2013,Otava,"Salmenniemi, Harry",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9789511269069,Klara ja ratsastusretki,2013,Otava,"Hagmar, Pia",swe,romaanit
http://seco.tkk.fi/saha3/uf2c32e0c-dcab-4bc6-9101-d9512267724f,Klara ratsastusleirillä,2013,Otava,"Hagmar, Pia",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4033532,Klikkaus suoraan sydämeen,2013,Stabenfeldt,"Allert, Judith",deu,romaanit
http://www.btj.fi/ft_1946540,Koeaika,2013,Kustannusosakeyhtiö Siltala,"Haahti, Taina",fin,romaanit
http://www.btj.fi/ft_1961196,Kohtaamme Mattilassa,2013,Mediapinta,"Eho, Auli",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789513165598,Kohtalon perilliset,2013,Tammi,"Shan, Darren",eng,romaanit
http://www.btj.fi/ft_1937712,Kohtalon tango,2013,Like,"Pérez-Reverte, Arturo",spa,romaanit
http://www.btj.fi/ft_1947227,Kohtalona Rauhaniemi,2013,Myllylahti,"Hautamäki, Ata",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789511277576,Koiramäen tarinat,2013,Otava,"Kunnas, Mauri",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_9789526660035,Koiru Koiruli,2013,Satutaikuri,"Talvitie, Jaakko ",fin,kuvakirjat
http://www.btj.fi/ft_1982869,Koivu kasvaa läpi kallion : runoja = Björken växer genom berget : dikter,2013,Västkusten,"Kotka, Heikki",fin,runokokoelmat
http://www.btj.fi/ft_4002280,Kokoon kursitut,2013,Kuvitar,"Olli, Sari",fin,novellikokoelmat
http://www.btj.fi/ft_1880250,Kolibri,2013,Otava,"Hiekkapelto, Kati",fin,romaanit
http://www.btj.fi/ft_1941510,Kollaa,2013,Revontuli,"Nikula, Jone",fin,sarjakuva-albumit
http://www.btj.fi/ft_1947291,Kolmas mies,2013,Myllylahti,"Kokkola, Ritva",fin,romaanit
http://www.btj.fi/ft_1884719,Kolme käskyä,2013,Gummerus,"Havaste, Paula",fin,romaanit
http://www.btj.fi/ft_1968448,Kolme luurankoa ja muita jännityskertomuksia,2013,Turbator,"Helismaa, Reino",fin,novellikokoelmat
http://seco.tkk.fi/saha3/u3c7f2a82-d54e-48e4-ab9c-f12e7d0ff70b,Kolme tuolia,2013,Omakustanne,"Muje, Riiko Samuli ",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4037601,Kolme tupsukorvaa,2013,Mediapinta,"Lanamo, Riitta",fin,kuvakirjat
http://www.btj.fi/ft_1940428,Kolme vahvaa naista,2013,Gummerus,"NDiaye, Marie",fra,romaanit
http://seco.tkk.fi/saha3/ue1103422-8a6d-4ec0-8193-85eb37ad755d,Kolme ystävää,2013,Athanor,"Kinnunen, Raimo J.",fin,romaanit
http://www.btj.fi/ft_1968690,Kolmijalka,2013,Helsingin Leffa Productions,"Päivänen, Tapani",fin,romaanit
http://www.btj.fi/ft_1884897,Komedia mollissa,2013,Like,"Keilson, Hans",deu,romaanit
http://www.btj.fi/ft_1944890,Komisario Koskinen äärirajoilla,2013,Karisto,"Jokinen, Seppo",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_9789510397640,Konejumalat,2013,WSOY,"Leinonen, Anne",fin,romaanit
http://www.btj.fi/ft_1884905,Kononen ja kunniavelka,2013,Like,"Pasanen, Eero",fin,romaanit
http://www.btj.fi/ft_1977695,Kontrolli parempi,2013,Arktinen Banaani,"Parkkari, Jukka",fin,romaanit
http://www.btj.fi/ft_1882935,Kootut runot 1938-1987,2013,WSOY,"Tynni, Aale",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_9789513236267,Korakarumin ruhtinas,2013,Sanoma Magazines Finland,"Barks, Carl",eng,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9789512357116,Korppipäinen mies,2013,Karisto,"Airik, Enna",fin,kuvakirjat
http://www.btj.fi/ft_1977135,Koska,2013,ntamo,"Harjanne, Maikki",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4016041,Koska rakastan sinua,2013,Kristillinen Kirja- ja Musiikkikustannus KKJMK,"Lucado, Max",eng,satukokoelmat
http://www.btj.fi/ft_1985669,Kosketus,2013,River Media,"Koskelo, Salme",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789510393246,Kostajan isku,2013,WSOY,"Jalo, Merja",fin,romaanit
http://www.btj.fi/ft_1990600,Kostajat,2013,Egmont,"Ellis, Warren",eng,sarjakuva-albumit
http://www.btj.fi/ft_1940591,Kosto ikuisessa kaupungissa,2013,Gummerus,"Vala, Vera",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789512855667,Kotieläimiä,2013,Kirjalito,"Gardner, Charlie",eng,kuvakirjat
http://www.btj.fi/ft_1934489,Kotiinpalaajat,2013,Otava,"Adichie, Chimamanda Ngozi",eng,romaanit
http://www.btj.fi/ft_1968490,Kotimaisen banaanin 100 vuotta,2013,Rehti-Jalmari,"Nenonen, Jari",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789512856053,Kotona,2013,Kirjalito,"Mussenbrock, Anne",deu,kuvakirjat
http://www.btj.fi/ft_1797186,Kotona kosmoksessa,2013,Basam Books,"Jakonen, JP",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4029260,Koukku,2013,Bookhouse,"Tapaninaho, Teea",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4011444,Kova Kaiku,2013,Stabenfeldt,"Dorsey, Angela",eng,romaanit
http://seco.tkk.fi/saha3/ua0e53b95-0893-440a-aaa2-677182565baf,Kramppeja ja nyrjähdyksiä - viidakon vaarat,2013,Arktinen Banaani,"Nuutinen, Christer",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9789510398975,Kraukijahti,2013,WSOY,"Carroll, Lewis",eng,runokokoelmat
http://data.kirjasampo.fi/physicalWork_1789149,Kreikkalainen naimajuttu,2013,Into,"Andros, Phil",eng,romaanit
http://www.btj.fi/ft_1977681,Kronologi,2013,Osuuskunta Poesia,"Luoma-aho, V. S.",fin,runokokoelmat
http://www.btj.fi/ft_1895274,Kuhala & jokimurhat,2013,Tammi,"Ropponen, Markku",fin,romaanit
http://www.btj.fi/ft_1944796,Kuikantappaja,2013,Karisto,"Kovalainen, Kari",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_9789522520258,Kuin hattaraa söisi,2013,Aikamedia,"Lehtineva, Tiina",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789512356584,Kuituset ja äidin kirje,2013,Karisto,"Kuronen, Kirsti",fin,romaanit
http://www.btj.fi/ft_1811675,Kuivunut maailma,2013,Jalava,"Ballard, J. G.",eng,romaanit
http://www.btj.fi/ft_1961073,Kuka olet ihminen,2013,Omakustanne,"Haarala, Leila Marketta",fin,runokokoelmat
http://seco.tkk.fi/saha3/u514bbcec-6b6d-4aa4-af8a-0953d9858d8e,Kuka sinut omistaa,2013,Tammi,"Jalonen, Riitta",fin,romaanit
http://www.btj.fi/ft_1945068,Kukkia Birgitalle,2013,Minerva,"Tiuraniemi, Siina",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9789511276470,"Kukkuluuruu, Puppe",2013,Otava,"Hill, Eric",eng,kuvakirjat
